,scopus_id,title,publication_name,issn,isbn,eissn,volume,page_range,cover_date,doi,citation_count,affiliation,aggregation_type,subtype_description,authors,full_text,year
72,85055840181,An in silico study of the antioxidant ability for two caffeine analogs using molecular docking and quantum chemical methods,Molecules,,,14203049,23,,2018-10-29,10.3390/molecules23112801,30,"[{'name': 'Universidade Federal do Amapa', 'city': 'Macapa', 'country': 'Brazil'}, {'name': 'Universidade Federal do Pará', 'city': 'Belem', 'country': 'Brazil'}, {'name': 'Federal Rural University of Amazônia', 'city': 'Capanema, Pará', 'country': 'Brazil'}]",Journal,Article,[],,2018
73,85055826606,An In Silico Study of the Antioxidant Ability for Two Caffeine Analogs Using Molecular Docking and Quantum Chemical Methods,"Molecules (Basel, Switzerland)",,,14203049,23,,2018-10-29,10.3390/molecules23112801,11,"[{'name': 'Universidade Federal do Amapa', 'city': 'Macapa', 'country': 'Brazil'}, {'name': 'Universidade Federal do Pará', 'city': 'Belem', 'country': 'Brazil'}, {'name': 'Federal Rural University of Amazônia', 'city': 'Para', 'country': 'Brazil'}]",Journal,Article,[],,2018
74,85047429085,"Synthesis, spectroscopic analyses, chemical reactivity and molecular docking study and anti-tubercular activity of pyrazine and condensed oxadiazole derivatives",Journal of Molecular Structure,00222860,,,1164,459-469,2018-07-15,10.1016/j.molstruc.2018.03.085,18,"[{'name': 'Prince Sattam Bin Abdulaziz University', 'city': 'Al Kharj', 'country': 'Saudi Arabia'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S0022286018303739,2018
75,85044586590,Exploring the novel heterocyclic derivatives as lead molecules for design and development of potent anticancer agents,Journal of Molecular Graphics and Modelling,10933263,,18734243,81,211-228,2018-05-01,10.1016/j.jmgm.2018.02.013,38,"[{'name': 'Integral University', 'city': 'Lucknow', 'country': 'India'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S1093326317308628,2018
76,85048948626,Redox biotransformation and delivery of anthracycline anticancer antibiotics: How interpretable structure-activity relationships of lethality using electrophilicity and the london formula for dispersion interaction work,Current Cancer Drug Targets,15680096,,18735576,18,600-607,2018-01-01,10.2174/1568009617666170330145709,0,"[{'name': 'The Hong Kong Polytechnic University', 'city': 'Hong Kong', 'country': 'Hong Kong'}]",Journal,Article,[],,2018
77,85033444555,Identification of potential aryl hydrocarbon receptor ligands by virtual screening of industrial chemicals,Environmental Science and Pollution Research,09441344,,16147499,25,2436-2449,2018-01-01,10.1007/s11356-017-0437-9,14,"[{'name': 'Umeå Universitet', 'city': 'Umea', 'country': 'Sweden'}]",Journal,Article,[],,2018
78,85021290892,Characterizing the Chemical Space of ERK2 Kinase Inhibitors Using Descriptors Computed from Molecular Dynamics Trajectories,Journal of Chemical Information and Modeling,15499596,,1549960X,57,1286-1299,2017-06-26,10.1021/acs.jcim.7b00048,71,"[{'name': 'NC State University', 'city': 'Raleigh', 'country': 'United States'}]",Journal,Article,[],,2017
79,85020500268,Qsar modeling of the arylthioindole class of colchicine polymerization inhibitors as anticancer agents,Current Computer-Aided Drug Design,15734099,,18756697,13,143-159,2017-06-01,10.2174/1573409913666170124100810,12,"[{'name': 'Islamic Azad University', 'city': 'Tehran', 'country': 'Iran'}]",Journal,Article,[],,2017
80,85010433823,Grid-independent descriptors (GRIND) analysis and SAR guided molecular docking studies to probe selectivity profiles of inhibitors of multidrug resistance transporters ABCB1 and ABCG2,Current Cancer Drug Targets,15680096,,18735576,17,177-190,2017-02-01,10.2174/1568009616666160901094140,4,"[{'name': 'National University of Sciences and Technology', 'city': 'Islamabad', 'country': 'Pakistan'}]",Journal,Review,[],,2017
81,85033226153,"Zinc tetrafluoroborate catalyzed synthesis, molecular docking and cytotoxicity of pyrrolidinyl aminophosphonates",Letters in Drug Design and Discovery,15701808,,1875628X,14,139-150,2017-01-01,10.2174/1570180813666160722123045,2,"[{'name': 'Sri Venkateswara University', 'city': 'Tirupati', 'country': 'India'}]",Journal,Article,[],,2017
82,85032995127,"Cinnamaldehyde, cinnamic acid, and cinnamyl alcohol, the bioactives of Cinnamomum cassia exhibit HDAC8 inhibitory activity: An in vitro and in silico study",Pharmacognosy Magazine,09731296,,09764062,13,S645-S651,2017-01-01,10.4103/pm.pm_389_16,16,"[{'name': 'NBN Sinhgad School of Computer Studies', 'city': None, 'country': 'India'}]",Journal,Article,[],,2017
83,85024126160,Ferrichrome identified from Lactobacillus casei ATCC334 induces apoptosis through its iron-binding site in gastric cancer cells,Tumor Biology,10104283,,14230380,39,,2017-01-01,10.1177/1010428317711311,22,"[{'name': 'Asahikawa Medical University', 'city': 'Asahikawa', 'country': 'Japan'}]",Journal,Article,[],,2017
84,85014812328,"Design, synthesis, biological evaluation, molecular docking and QSAR studies of 2,4-dimethylacridones as anticancer agents",European Journal of Medicinal Chemistry,02235234,,17683254,130,154-170,2017-01-01,10.1016/j.ejmech.2017.02.022,26,"[{'name': 'M. S. Ramaiah University of Applied Sciences', 'city': 'Bengaluru', 'country': 'India'}, {'name': 'SVKM’s Dr. Bhanuben Nanavati College of Pharmacy', 'city': 'Mumbai', 'country': 'India'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S0223523417300879,2017
85,85008430521,Cheminformatics Modeling of Adverse Drug Responses by Clinically Relevant Mutants of Human Androgen Receptor,Journal of Chemical Information and Modeling,15499596,,1549960X,56,2507-2516,2016-12-27,10.1021/acs.jcim.6b00400,13,"[{'name': 'University of British Columbia, Faculty of Medicine', 'city': 'Vancouver', 'country': 'Canada'}]",Journal,Article,[],,2016
86,85007613589,A 2D-QSAR and Grid-Independent Molecular Descriptor (GRIND) analysis of quinoline-type inhibitors of Akt2: Exploration of the binding mode in the Pleckstrin Homology (PH) domain,PLoS ONE,,,19326203,11,,2016-12-01,10.1371/journal.pone.0168806,5,"[{'name': 'National University of Sciences and Technology', 'city': 'Islamabad', 'country': 'Pakistan'}]",Journal,Article,[],,2016
87,85011088271,Grid-independent descriptors (GRIND) analysis and SAR guided molecular docking studies to probe selectivity profiles of inhibitors of multidrug resistance transporters ABCB1 and ABCG2,Current Cancer Drug Targets,15680096,,18735576,16,177-190,2016-11-01,10.2174/1568009616666160901094140,3,"[{'name': 'National University of Sciences and Technology', 'city': 'Islamabad', 'country': 'Pakistan'}]",Journal,Article,[],,2016
88,84982315559,QSAR modeling to design selective histone deacetylase 8 (HDAC8) inhibitors,Archives of Pharmacal Research,02536269,,19763786,39,1356-1369,2016-10-01,10.1007/s12272-015-0705-5,13,"[{'name': 'Gyeongsang National University', 'city': 'Jinju', 'country': 'South Korea'}]",Journal,Article,[],,2016
89,84971012204,"In silico evaluation, molecular docking and QSAR analysis of quinazoline-based EGFR-T790M inhibitors",Molecular Diversity,13811991,,1573501X,20,729-739,2016-08-01,10.1007/s11030-016-9672-0,13,"[{'name': 'Babol Noshirvani University of Technology', 'city': 'Babol', 'country': 'Iran'}]",Journal,Article,[],,2016
90,84928406524,"Alignment independent 3D-QSAR, quantum calculations and molecular docking of Mer specific tyrosine kinase inhibitors as anticancer drugs",Saudi Pharmaceutical Journal,13190164,,,24,197-212,2016-03-01,10.1016/j.jsps.2015.03.012,16,"[{'name': 'University of Zabol', 'city': 'Zabol', 'country': 'Iran'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S1319016415000754,2016
91,84991299989,Iron depletion strategy for targeted cancer therapy: Utilizing the dual roles of neutrophil gelatinase-associated lipocalin protein,Journal of Molecular Modeling,16102940,,09485023,22,,2016-01-01,10.1007/s00894-015-2897-5,4,"[{'name': 'Asia University', 'city': 'Taichung', 'country': 'Taiwan'}]",Journal,Article,[],,2016
92,84935016169,Computational fishing of new DNA methyltransferase inhibitors from natural products,Journal of Molecular Graphics and Modelling,10933263,,18734243,60,43-54,2015-06-22,10.1016/j.jmgm.2015.04.010,26,"[{'name': 'Universidad de Cartagena', 'city': 'Cartagena', 'country': 'Colombia'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S1093326315000765,2015
93,84929622270,A lazy learning-based QSAR classification study for screening potential histone deacetylase 8 (HDAC8) inhibitors,SAR and QSAR in Environmental Research,1062936X,,1029046X,26,397-420,2015-05-04,10.1080/1062936X.2015.1040453,18,"[{'name': 'Gyeongsang National University', 'city': 'Jinju', 'country': 'South Korea'}]",Journal,Article,[],,2015
94,84929171051,QSAR based docking studies of marine algal anticancer compounds as inhibitors of protein kinase B (PKBβ),European Journal of Pharmaceutical Sciences,09280987,,18790720,76,110-118,2015-04-29,10.1016/j.ejps.2015.04.026,21,"[{'name': 'Sri Ramachandra Institute of Higher Education and Research', 'city': 'Chennai', 'country': 'India'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S0928098715001815,2015
95,84928382772,Quantitative structure-activity relationship and molecular docking of artemisinin derivatives to vascular endothelial growth factor receptor 1,Anticancer Research,02507005,,17917530,35,1929-1934,2015-04-01,,23,"[{'name': 'Johannes Gutenberg-Universität Mainz', 'city': 'Mainz', 'country': 'Germany'}]",Journal,Article,[],,2015
96,85082370673,Effective in silico screening of natural and synthetic compounds for inhibition of p-38 mapk as a therapeutic approach in progressive end-stage renal failure,International Journal of Pharma and Bio Sciences,,,09756299,6,P70-P82,2015-01-01,,0,"[{'name': 'Madras Institute of Technology', 'city': 'Chennai', 'country': 'India'}]",Journal,Article,[],,2015
97,84922032610,Prediction of anticancer property of bowsellic acid derivatives by quantitative structure activity relationship analysis and molecular docking study,Journal of Pharmacy and Bioallied Sciences,,,09757406,7,21-25,2015-01-01,10.4103/0975-7406.148784,3,"[{'name': 'Majhighariani Institute of Technology &amp; Science', 'city': 'Rayagada', 'country': 'India'}]",Journal,Article,[],,2015
98,84893553641,"Integrating docking scores, interaction profiles and molecular descriptors to improve the accuracy of molecular docking: Toward the discovery of novel Akt1 inhibitors",European Journal of Medicinal Chemistry,02235234,,17683254,75,11-20,2014-03-21,10.1016/j.ejmech.2014.01.019,45,"[{'name': 'Zhejiang University', 'city': 'Hangzhou', 'country': 'China'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S0223523414000506,2014
99,84893324658,QSAR and docking studies on xanthone derivatives for anticancer activity targeting DNA topoisomerase IIα,"Drug Design, Development and Therapy",11778881,,,8,183-195,2014-02-10,10.2147/DDDT.S51577,72,"[{'name': 'Central Institute of Medicinal and Aromatic Plants India', 'city': 'Lucknow', 'country': 'India'}]",Journal,Article,[],,2014
100,84946897127,A combined cheminformatics and computational approach for the prediction of anti-HIV small molecules,Current Computer-Aided Drug Design,15734099,,18756697,10,349-353,2014-01-01,10.2174/157340991004150518150646,1,"[{'name': 'University of Isfahan', 'city': 'Isfahan', 'country': 'Iran'}]",Journal,Article,[],,2014
101,84902363139,Prediction of the anti-cancer activity of spiro derivatives of parthenin based on molecular modeling methods and docking,Medicinal Chemistry Research,10542523,,15548120,23,3403-3417,2014-01-01,10.1007/s00044-014-0920-5,6,"[{'name': 'Daneshgahe Shahid Bahonar-e-Kerman', 'city': 'Kerman', 'country': 'Iran'}]",Journal,Article,[],,2014
102,84889562540,Virtual screening and molecular descriptor analysis on dietary phytochemicals against heat shock protein 90 enzyme,Letters in Drug Design and Discovery,15701808,,1875628X,11,40-49,2014-01-01,10.2174/15701808113109990044,4,"[{'name': 'Tezpur University', 'city': 'Tezpur', 'country': 'India'}]",Journal,Article,[],,2014
103,84879178645,Breast cancer specific histone deacetylase inhibitors and lead discovery using molecular docking and descriptor study,Trends in Bioinformatics,19947941,,20772254,6,25-44,2013-06-25,10.3923/tb.2013.25.44,9,"[{'name': 'Anna University', 'city': 'Chennai', 'country': 'India'}]",Journal,Article,[],,2013
104,84865993502,Quantitative structure activity relationship (QSAR) of cardiac glycosides: The development of predictive in vitro cytotoxic activity model,Der Pharmacia Lettre,,,09755071,4,1246-1269,2012-09-13,,2,"[{'name': 'Sahrdaya College of Engineering &amp; Technology', 'city': 'Kodakara', 'country': 'India'}]",Journal,Article,[],,2012
105,79953327578,Genetic algorithm optimization in drug design QSAR: Bayesian-regularized genetic neural networks (BRGNN) and genetic algorithm-optimized support vectors machines (GA-SVM),Molecular Diversity,13811991,,,15,269-289,2011-02-01,10.1007/s11030-010-9234-9,83,"[{'name': 'Kyushu Institute of Technology', 'city': 'Kitakyushu', 'country': 'Japan'}]",Journal,Review,[],,2011
106,78650517282,The binding modes and binding affinities of epipodophyllotoxin derivatives with human topoisomerase IIα,Journal of Molecular Graphics and Modelling,10933263,,,29,546-564,2010-12-01,10.1016/j.jmgm.2010.10.005,13,"[{'name': 'Jaypee University of Information Technology, Solan', 'city': 'Solan', 'country': 'India'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S1093326310001531,2010
107,70349194386,Principal component analysis on molecular descriptors as an alternative point of view in the search of new Hsp90 inhibitors,Computational Biology and Chemistry,14769271,,,33,386-390,2009-10-01,10.1016/j.compbiolchem.2009.07.010,33,"[{'name': 'Università degli Studi di Palermo', 'city': 'Palermo', 'country': 'Italy'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S1476927109000656,2009
108,70349941427,Virtual screening of bl inhibitors from large compound libraries by support vector machines,Journal of Chemical Information and Modeling,15499596,,1549960X,49,2101-2110,2009-09-28,10.1021/ci900135u,44,"[{'name': 'National University of Singapore', 'city': 'Singapore City', 'country': 'Singapore'}]",Journal,Article,[],,2009
109,61849124193,Molecular modelling evaluation of the cytotoxic activity of podophyllotoxin analogues,Journal of Computer-Aided Molecular Design,0920654X,,15734951,23,209-225,2009-01-01,10.1007/s10822-008-9252-1,16,"[{'name': 'Jaypee University of Information Technology, Solan', 'city': 'Solan', 'country': 'India'}]",Journal,Article,[],,2009
